"student_id","first_name","last_name","type_id_number","identification_number","date_of_birth","email","address","gender","nationality","country_code","phone_number","program","state_program","current_semester","Number_of_credits_approved","credits_remaining","GPA","enrollment_date","student_status","advisor_id","advisor_name","scholarship","payment_status","academic_standing","course_load","marital_status","library_books_borrowed"
"STU000262","Stephanie","Holt","CC","7703853957","2004-07-21","stephanie.holt@university.edu.co","9115 King Brooks Suite 407, Hughesbury, NJ 59961","Other","Mexico","+52","4168310092","Cybersecurity","Withdrawn","4","70","77","3.5107254278944096","2022-03-21","Inactive","ADV0029","James Parker","False","Pending","Average","19","Married","4"
"STU000263","Brian","Hudson","CC","8692058849","2005-05-16","brian.hudson@university.edu.co","2076 Frederick Branch, East John, MS 42072","Male","Colombia","+57","3413222115","Biotechnology","Enrolled","4","90","74","4.083811254549478","2022-01-04","Active","ADV0014","Eric Newton","False","Pending","Good","19","Single","6"
"STU000264","Daniel","Wong","CC","4958377835","2005-04-26","daniel.wong@university.edu.co","0099 George Crossroad Suite 233, Port Morgan, RI 10356","Other","Colombia","+57","3674829335","Data Science","Enrolled","2","3","156","3.0070551667698657","2023-11-12","Active","ADV0040","Michael Bell","False","Late","Average","17","Single","3"
"STU000265","Brianna","Harris","TI","5023711756","2008-05-04","brianna.harris@university.edu.co","50591 Rogers Radial Apt. 480, Wrightchester, NE 43919","Female","Colombia","+57","3898198192","Architecture","Enrolled","8","140","24","2.667065928537869","2021-06-13","Active","ADV0012","Darlene Smith","False","Paid","Poor","17","Single","5"
"STU000266","Sandra","Carter","CC","1844653390","2007-07-08","sandra.carter@university.edu.co","43571 Molly Ford, Port Ericstad, SC 95245","Other","Colombia","+57","3490088724","International Relations","Enrolled","5","92","65","4.0196170201057155","2024-11-13","Active","ADV0040","Daniel Camacho","False","Late","Good","16","Single","5"
"STU000267","Peggy","Rodriguez","CC","6722618725","2000-11-13","peggy.rodriguez@university.edu.co","USCGC Moore, FPO AP 65835","Female","Spain","+34","6890157047","Biology","Enrolled","1","26","148","3.515542560675825","2022-04-26","Active","ADV0014","Leah Levy","False","Late","Average","16","Single","5"
"STU000268","Jessica","Bennett","CC","2806449254","2004-06-20","jessica.bennett@university.edu.co","798 Davis Mountain, New Erinmouth, NC 25159","Female","Colombia","+57","3121137006","Chemistry","Enrolled","8","139","14","3.422138698139716","2021-11-05","Active","ADV0029","Jody Atkinson","False","Paid","Average","18","Single","1"
"STU000269","Christina","Cox","CC","3944727831","1999-12-01","christina.cox@university.edu.co","30005 Jason Place Apt. 896, South Thomasville, KY 44032","Female","Venezuela","+58","4173817721","Accounting","Enrolled","3","47","99","3.282341204261506","2023-12-14","Active","ADV0013","Greg Lewis","False","Paid","Average","19","Single","3"
"STU000270","Katherine","Sanchez","CC","6248845365","1999-10-24","katherine.sanchez@university.edu.co","839 Laurie Unions Suite 824, North Nancy, AL 47528","Female","Colombia","+57","3124850281","Biotechnology","Enrolled","3","50","100","4.041632019633704","2023-09-13","Active","ADV0035","Sandra Bennett","False","Paid","Good","16","Single","4"
"STU000271","Alexis","Smith","CC","2719403137","2006-09-26","alexis.smith@university.edu.co","3232 Lisa Isle, Aguilarstad, TN 71122","Female","Venezuela","+58","4731752744","Sociology","Enrolled","5","88","85","2.7166115384950307","2024-05-10","Active","ADV0014","Jordan Hensley","False","Paid","Poor","20","Single","4"
"STU000272","Daniel","Fowler","CC","1922278470","1999-06-14","daniel.fowler@university.edu.co","310 Lisa Common, South Kimmouth, FL 47660","Male","Venezuela","+58","4683285884","Biotechnology","Enrolled","5","85","74","3.9901233157546723","2023-11-25","Active","ADV0029","Kathryn Lopez","False","Late","Average","17","Single","5"
"STU000273","Phillip","Davis","CC","6685158147","2001-03-14","phillip.davis@university.edu.co","0807 Hoover Path, Williamsmouth, CO 20139","Male","Colombia","+57","3779499420","Information Technology","Enrolled","4","71","98","4.157932903543184","2022-02-20","Active","ADV0036","Virginia Hester","False","Late","Good","16","Single","3"
"STU000274","Dawn","Richards","CC","6557168600","2005-02-06","dawn.richards@university.edu.co","53741 Nicole Island, Michaelhaven, NH 68272","Female","Colombia","+57","3476733634","Biology","Enrolled","6","108","32","4.046540249868775","2022-04-24","Active","ADV0028","Amanda Rios DDS","False","Pending","Good","20","Single","3"
"STU000275","Alyssa","Little","CC","7480728600","2004-04-29","alyssa.little@university.edu.co","PSC 9007, Box 7512, APO AP 47398","Female","Colombia","+57","3896801279","Philosophy","Enrolled","6","55","85","2.9425162724276825","2025-04-06","Active","ADV0001","Michael Morris","False","Paid","Poor","16","Single","4"
"STU000276","Debra","Marshall","CC","5106847728","2006-02-16","debra.marshall@university.edu.co","160 Meghan Views, North Ianfurt, NY 88998","Female","Colombia","+57","3437837589","Mechanical Engineering","Enrolled","3","72","89","3.956359196779011","2022-10-14","Active","ADV0042","Benjamin Miller","False","Pending","Average","16","Married","3"
"STU000277","Angela","Hunt","CC","2732098541","1999-09-01","angela.hunt@university.edu.co","6350 Jennifer Glen, Wesleyfurt, MD 35038","Female","Colombia","+57","3957630336","Marketing","Enrolled","2","33","126","3.5880857217959163","2022-10-15","Active","ADV0029","Ethan Novak","False","Pending","Average","20","Single","3"
"STU000278","Sarah","Salazar","CC","9790502277","2002-04-14","sarah.salazar@university.edu.co","32884 Reilly Springs Apt. 230, Jamesstad, ID 94557","Female","Colombia","+57","3770656537","Chemistry","Suspended","9","157","12","3.740448429729549","2023-05-10","Inactive","ADV0044","Kelly Lawson","False","Late","Average","19","Single","1"
"STU000279","Kelsey","Wallace","CC","2835882555","2005-05-28","kelsey.wallace@university.edu.co","6695 Chapman Gardens, Danaport, NH 27209","Female","Colombia","+57","3577982323","Computer Science","Enrolled","3","55","110","2.6270617172810704","2021-11-16","Active","ADV0008","Jason Fleming","False","Pending","Poor","16","Single","2"
"STU000280","Joseph","Owens","CC","8517563498","2004-03-26","joseph.owens@university.edu.co","8699 Lori Falls Suite 329, Davidville, VI 88174","Male","Colombia","+57","3308211277","Engineering","Enrolled","6","103","63","3.614600885604477","2021-04-20","Active","ADV0045","Christopher Mccarthy","False","Late","Average","15","Single","1"
"STU000281","Lauren","Townsend","CC","6144339262","2006-05-14","lauren.townsend@university.edu.co","49926 Morgan Crossroad, New Johnny, ID 66268","Other","Colombia","+57","3512478465","Philosophy","Enrolled","1","27","139","3.476320853094481","2025-03-25","Active","ADV0025","Miguel Santos","False","Pending","Average","18","Married","2"
"STU000282","Theresa","Farmer","CC","8419635932","2002-08-29","theresa.farmer@university.edu.co","PSC 8236, Box 4145, APO AP 90752","Female","Brazil","+55","9784797361","Philosophy","Enrolled","4","67","101","3.568858032958684","2023-04-04","Active","ADV0049","Stephen Rivera","False","Paid","Average","18","Single","7"
"STU000283","Linda","Gomez","CC","8275567603","2000-11-24","linda.gomez@university.edu.co","5646 Copeland Trail, New Cindychester, NY 01514","Female","Colombia","+57","3763719558","Engineering","Enrolled","3","54","120","3.317259370194284","2022-05-14","Active","ADV0049","Eric Horton","False","Paid","Average","19","Single","4"
"STU000284","Robert","Ramirez","CC","4317512426","2002-01-14","robert.ramirez@university.edu.co","399 Jason Land, Burkeport, MA 28325","Male","Colombia","+57","3605425020","Pharmacy","Suspended","6","105","47","2.6411693881288","2023-05-02","Inactive","ADV0019","Chelsea Moore","False","Late","Poor","17","Single","0"
"STU000285","Dylan","Hogan","TI","6269591455","2008-11-10","dylan.hogan@university.edu.co","538 Garza Cove, East Brandonberg, MT 06341","Male","Colombia","+57","3201287948","Computer Science","Enrolled","5","88","80","3.6664813119887882","2024-06-28","Active","ADV0017","Natalie Sims","False","Paid","Average","19","Single","0"
"STU000286","Sara","Long","CC","3412094921","2001-02-23","sara.long@university.edu.co","5344 Johnny Lane Apt. 148, Deannamouth, AS 61974","Other","Colombia","+57","3365190387","Entrepreneurship","Withdrawn","5","84","61","3.6248316093466153","2023-08-02","Inactive","ADV0043","Tracy Hartman","False","Late","Average","17","Single","6"
"STU000287","Adam","Thompson","TI","3116868654","2009-01-22","adam.thompson@university.edu.co","2433 Harris Spring Apt. 036, East Bradley, IN 39052","Male","Colombia","+57","3866740804","Entrepreneurship","Enrolled","3","56","108","3.3842373011172326","2022-05-08","Active","ADV0036","Curtis Lawrence","False","Late","Average","16","Single","5"
"STU000288","Jacqueline","Gonzalez","CC","323723240","2007-03-01","jacqueline.gonzalez@university.edu.co","USNV Marshall, FPO AP 30101","Female","Venezuela","+58","4719276415","Sociology","Enrolled","4","76","67","3.3828289359008434","2023-03-13","Active","ADV0034","Alexis Barton","False","Pending","Average","15","Single","4"
"STU000289","William","Reed","CC","695248878","1999-10-24","william.reed@university.edu.co","2944 Lopez Orchard Apt. 080, Donaldtown, FL 22121","Male","Colombia","+57","3868103692","Artificial Intelligence","Withdrawn","4","90","54","3.055491945406793","2022-03-04","Inactive","ADV0041","Katherine Mckenzie","False","Pending","Average","15","Single","8"
"STU000290","Veronica","Richmond","CC","1454945962","2004-10-29","veronica.richmond@university.edu.co","2336 Christopher Port Suite 682, East Brianville, MA 38150","Other","Colombia","+57","3825318876","Cybersecurity","Enrolled","6","107","61","2.865385860513397","2023-11-15","Active","ADV0022","Eric Lamb","False","Pending","Poor","15","Single","4"
"STU000291","Christine","Thomas","CC","1871487104","2000-05-09","christine.thomas@university.edu.co","12676 Quinn Falls, Murphyfurt, MO 00921","Female","Colombia","+57","3864217324","Marketing","Enrolled","6","126","26","3.045169531520862","2024-04-29","Active","ADV0023","Alexandra Rodriguez","False","Pending","Average","15","Single","1"
"STU000292","Andrea","Mccarty","CC","5741570738","2003-03-12","andrea.mccarty@university.edu.co","77024 Cole Place, Lake Michelle, FL 50680","Female","Colombia","+57","3793752683","Accounting","Withdrawn","7","83","78","3.708715842145515","2024-12-18","Inactive","ADV0010","Sarah Fletcher","False","Pending","Average","18","Single","2"
"STU000293","Grace","Estes","CC","8749230895","2007-04-08","grace.estes@university.edu.co","970 Rivera Shoals, Arellanofurt, HI 25479","Female","Colombia","+57","3745901966","Information Technology","Enrolled","3","67","80","3.049484999099113","2022-03-29","Active","ADV0021","Eric Walker","False","Paid","Average","16","Single","3"
"STU000294","Jessica","Sweeney","CC","582998733","2000-05-07","jessica.sweeney@university.edu.co","1032 Angela Walk, Williamsview, AK 97533","Female","Spain","+34","7942917724","Medicine","Enrolled","5","90","56","2.8927645785422254","2024-02-28","Active","ADV0041","Amanda Harris","False","Pending","Poor","15","Single","2"
"STU000295","Susan","Carr","CC","5237284024","2003-01-02","susan.carr@university.edu.co","6235 Nancy Bridge Apt. 885, New Michael, NH 02682","Female","Colombia","+57","3507182511","Computer Science","Enrolled","2","35","133","3.5078834415017655","2021-10-18","Active","ADV0004","Mary Ballard","False","Paid","Average","15","Single","4"
"STU000296","Brian","Rangel","CC","9775050836","2002-04-13","brian.rangel@university.edu.co","USCGC Robinson, FPO AE 22837","Male","Colombia","+57","3465079633","History","Suspended","5","107","51","3.1564333967229774","2022-06-10","Inactive","ADV0030","Mario Ibarra","False","Late","Average","17","Single","0"
"STU000297","Denise","Holland","CC","4829431121","2003-06-01","denise.holland@university.edu.co","31048 Alexandra Union Suite 893, Williamsburgh, NE 19528","Female","Colombia","+57","3920625612","Business Administration","Enrolled","3","64","97","3.2063937021319813","2024-08-13","Active","ADV0027","Heather Wood","False","Paid","Average","17","Single","3"
"STU000298","Christina","Navarro","CC","319355002","2005-02-02","christina.navarro@university.edu.co","218 Wu Crest, Woodside, WY 41065","Female","Brazil","+55","9717354699","Civil Engineering","Enrolled","6","120","30","2.867417015974354","2022-07-31","Active","ADV0010","John Herring","False","Pending","Poor","17","Single","4"
"STU000299","Charles","Edwards","TI","3228166693","2008-04-24","charles.edwards@university.edu.co","974 Pace Vista, Caitlinstad, NY 02612","Male","Argentina","+54","9173934497","Biotechnology","Enrolled","6","98","46","3.751023987009895","2024-02-15","Active","ADV0047","Stephen Brown","False","Paid","Average","19","Single","3"
"STU000300","Desiree","Larson","CC","6668906758","1999-06-14","desiree.larson@university.edu.co","28570 Williams Curve, Turnershire, LA 69180","Female","Colombia","+57","3581911880","Anthropology","Enrolled","7","142","19","4.097410301106939","2023-02-03","Active","ADV0036","Sherry Patterson","False","Pending","Good","18","Single","3"
"STU000301","Rose","Campbell","CC","5705348035","2004-06-01","rose.campbell@university.edu.co","582 Keith Hollow, Martinezview, GU 40810","Female","Colombia","+57","3328841308","Pharmacy","Enrolled","4","74","101","3.8165955125692372","2024-11-08","Active","ADV0001","Rebecca Ashley","False","Paid","Average","20","Single","3"
"STU000302","Christina","Obrien","CC","3437694500","2007-06-11","christina.obrien@university.edu.co","USS Jackson, FPO AA 19264","Other","Brazil","+55","9453050466","Civil Engineering","Enrolled","8","143","9","2.4917295023606343","2023-08-31","Active","ADV0027","Kristin Gomez","False","Late","Poor","18","Single","5"
"STU000303","Ronnie","Sosa","TI","7061933017","2008-10-17","ronnie.sosa@university.edu.co","225 Turner Ferry, Lake Elizabeth, IN 77059","Male","Colombia","+57","3396981918","Architecture","Enrolled","6","103","43","3.3422609366261016","2024-08-27","Active","ADV0001","Taylor Aguilar","False","Late","Average","15","Married","2"
"STU000304","Heather","Scott","CC","1263707845","1999-04-11","heather.scott@university.edu.co","USCGC Stark, FPO AE 55617","Female","Colombia","+57","3877456332","Sociology","Enrolled","2","50","118","3.159398196349933","2022-09-10","Active","ADV0038","Angelica Pena","False","Late","Average","19","Single","2"
"STU000305","William","Bradshaw","CC","7285547137","2000-01-21","william.bradshaw@university.edu.co","3565 Matthews Junction, East Shannonville, MI 37610","Male","Colombia","+57","3125744908","Architecture","Suspended","4","47","98","3.0721864134856434","2022-07-19","Inactive","ADV0048","Monica Wilson MD","False","Pending","Average","17","Single","6"
"STU000306","Katie","David","CC","5464973111","2002-10-17","katie.david@university.edu.co","256 Derrick River Apt. 526, West Keithmouth, VT 62686","Female","Spain","+34","6946081019","Philosophy","Enrolled","2","29","145","2.985816836922349","2025-03-24","Active","ADV0007","Brandon Carroll","False","Paid","Poor","16","Single","1"
"STU000307","Amy","Mcmahon","CC","7145095074","1999-11-30","amy.mcmahon@university.edu.co","44608 Melissa Grove, Turnerburgh, TX 82400","Female","Colombia","+57","3278806616","Graphic Design","Enrolled","9","167","12","3.2712018603542017","2024-08-11","Active","ADV0047","Molly Mcintyre","False","Pending","Average","16","Single","1"
"STU000308","Thomas","Smith","CC","9769577555","2002-11-16","thomas.smith@university.edu.co","PSC 1070, Box 2450, APO AA 82204","Male","Colombia","+57","3962064872","Computer Science","Suspended","6","126","28","4.08795989404984","2022-10-10","Inactive","ADV0030","Jeffrey Howell","False","Pending","Good","18","Single","3"
"STU000309","Erica","Murphy","CC","5903342999","2002-04-10","erica.murphy@university.edu.co","4495 Joshua Junction, Rachelside, HI 03141","Female","Colombia","+57","3261530648","Biology","Suspended","1","18","147","3.545771248756799","2024-11-08","Inactive","ADV0013","Tommy Bryant","False","Pending","Average","19","Single","4"
"STU000310","Nicholas","Franklin","CC","8056347232","2003-08-06","nicholas.franklin@university.edu.co","27776 Taylor Point, New Justinville, SD 57290","Male","Colombia","+57","3819426624","Engineering","Withdrawn","2","29","118","3.8570784498495936","2022-02-17","Inactive","ADV0008","Brandon Elliott","False","Paid","Average","16","Married","0"
"STU000311","Sandra","Williams","CC","9124998810","2007-01-05","sandra.williams@university.edu.co","Unit 9291 Box 1974, DPO AA 05499","Female","Colombia","+57","3442899878","Philosophy","Enrolled","1","16","133","3.8039192932857615","2022-09-24","Active","ADV0020","Debra Wood","False","Pending","Average","15","Single","3"
"STU000312","Briana","Thornton","CC","127227027","2003-02-11","briana.thornton@university.edu.co","50128 Adams Gardens Apt. 425, Williamsville, MO 97934","Female","Colombia","+57","3843574631","International Relations","Withdrawn","5","94","53","3.6041203540702047","2024-12-25","Inactive","ADV0010","Brian Reyes","False","Pending","Average","19","Single","6"
"STU000313","Frank","Smith","CC","848959163","2000-02-24","frank.smith@university.edu.co","8517 Shawn Walks, Annetteview, MP 75344","Male","Colombia","+57","3650545025","Industrial Engineering","Withdrawn","1","15","145","4.16231335058975","2023-07-03","Inactive","ADV0046","Gerald Haney","False","Paid","Good","17","Single","4"
"STU000314","Joshua","Ryan","CC","537741594","2007-10-17","joshua.ryan@university.edu.co","652 Cox Mission Suite 834, Port Jennifer, WI 41646","Male","Colombia","+57","3722360233","Computer Science","Enrolled","4","79","78","3.5816030527039397","2023-02-25","Active","ADV0041","Jean Alvarez PhD","False","Paid","Average","18","Single","5"
"STU000315","Susan","Hernandez","CC","7683112908","2003-09-30","susan.hernandez@university.edu.co","USNV Rice, FPO AE 77210","Female","Colombia","+57","3850533963","Economics","Enrolled","4","67","85","4.174133131400198","2024-01-11","Active","ADV0011","William Wilson","False","Pending","Good","20","Single","3"
"STU000316","Caroline","Jones","CC","1552285812","2001-05-14","caroline.jones@university.edu.co","30236 Shepherd Club Apt. 698, Sarahmouth, MA 23910","Female","Venezuela","+58","4520232321","Biology","Enrolled","7","0","164","3.5039372370108857","2025-01-19","Active","ADV0014","Sara Cameron","False","Late","Average","17","Single","5"
"STU000317","James","Sanchez","CC","7511030506","2004-02-07","james.sanchez@university.edu.co","46961 Richard Streets, Ryanchester, PA 15683","Male","Colombia","+57","3775356844","Anthropology","Enrolled","3","52","125","3.3647028126563296","2024-10-31","Active","ADV0040","Paul Owens","False","Pending","Average","19","Single","4"
"STU000318","Casey","Stephenson","CC","8991421450","2001-03-22","casey.stephenson@university.edu.co","PSC 8118, Box 4811, APO AA 89447","Male","Colombia","+57","3118087848","Economics","Withdrawn","3","43","122","3.7442209839388934","2023-03-31","Inactive","ADV0036","Judy Evans","False","Late","Average","20","Married","3"
"STU000319","Kimberly","Brandt","CC","631468177","2003-08-06","kimberly.brandt@university.edu.co","5118 Scott Plains, Conradland, GU 02820","Other","Colombia","+57","3938890974","Biotechnology","Enrolled","5","108","59","2.9464426413969282","2025-04-08","Active","ADV0029","Virginia Carter","False","Pending","Poor","15","Single","4"
"STU000320","John","Meyers","CC","9427984717","2002-03-08","john.meyers@university.edu.co","620 Michele Land, Amyside, MA 28155","Male","Mexico","+52","9235756277","Mechanical Engineering","Enrolled","4","65","109","4.002531257699313","2022-07-01","Active","ADV0034","Jack Schroeder","False","Paid","Good","19","Single","6"
"STU000321","Hannah","Downs","CC","5594327628","2001-01-29","hannah.downs@university.edu.co","753 Courtney Manor Apt. 864, Lake Brandon, KS 34907","Female","Colombia","+57","3287324123","Information Technology","Enrolled","4","52","128","3.74893423172991","2022-11-14","Active","ADV0016","Zachary Keith","False","Late","Average","20","Single","1"
"STU000322","Kelsey","Poole","CC","8365334945","1999-08-28","kelsey.poole@university.edu.co","881 Chang Roads Suite 731, Port Amy, ND 36248","Female","Colombia","+57","3831085086","Pharmacy","Enrolled","6","87","63","3.7585449116003993","2022-04-20","Active","ADV0048","Kenneth Thomas","False","Pending","Average","18","Single","3"
"STU000323","Daniel","Brown","CC","1852387880","2005-05-03","daniel.brown@university.edu.co","8828 Salinas Pines Apt. 457, East Kristaton, ME 53502","Male","Colombia","+57","3318649369","Political Science","Enrolled","6","106","63","4.0032642587153635","2022-11-06","Active","ADV0026","Diana Gonzalez","False","Late","Good","16","Single","5"
"STU000324","Christina","Lee","CC","3234810025","2007-03-25","christina.lee@university.edu.co","488 Patricia Street Suite 218, Karenmouth, IA 54121","Female","Colombia","+57","3321598658","Software Engineering","Enrolled","6","115","50","3.2293219198997365","2025-02-25","Active","ADV0013","Bruce Wyatt","False","Paid","Average","19","Married","5"
"STU000325","Michelle","Phillips","CC","8478089136","2005-08-12","michelle.phillips@university.edu.co","9291 Anthony Loaf Apt. 475, Moraside, AS 86177","Female","Colombia","+57","3866199944","History","Enrolled","2","40","124","3.76448101090485","2023-08-31","Active","ADV0045","Marvin Barnett","False","Paid","Average","20","Single","3"
"STU000326","Amanda","Miller","TI","2816180224","2009-03-23","amanda.miller@university.edu.co","434 Martin Estates, West Ruthside, OH 93207","Female","Colombia","+57","3719301085","Data Science","Enrolled","3","55","118","3.180682728425439","2023-01-16","Active","ADV0038","Richard Sanchez","False","Late","Average","19","Single","4"
"STU000327","Diana","Curry","CC","7092647172","2003-08-16","diana.curry@university.edu.co","2464 Fleming Vista Suite 343, Rebeccaville, NY 69674","Female","Colombia","+57","3714776867","Finance","Withdrawn","4","69","80","3.101938377777872","2021-09-20","Inactive","ADV0024","Emily Abbott","False","Late","Average","16","Single","2"
"STU000328","Matthew","Garza","CC","2473494297","2003-10-04","matthew.garza@university.edu.co","7841 Timothy Mews, Christinachester, PA 41810","Other","Colombia","+57","3191708588","Civil Engineering","Suspended","6","103","39","4.196279610472947","2021-04-23","Inactive","ADV0032","Brenda Whitehead","False","Paid","Good","16","Single","2"
"STU000329","Christopher","Harrington","CC","9797996687","2000-07-23","christopher.harrington@university.edu.co","341 Benjamin Harbors Apt. 886, Christopherfurt, NM 51758","Male","Colombia","+57","3696600833","Computer Science","Enrolled","6","107","62","3.484472010626485","2022-05-15","Active","ADV0023","Leah Wilson","False","Paid","Average","16","Single","1"
"STU000330","Christina","Evans","CC","6126289635","2004-11-10","christina.evans@university.edu.co","093 Johnson Glen, Shawnstad, FM 51945","Female","Colombia","+57","3361671892","Marketing","Enrolled","8","139","30","2.7635010125475565","2021-06-16","Active","ADV0020","Donna Parker","False","Pending","Poor","19","Single","2"
"STU000331","Jennifer","Peck","CC","6736633721","2007-01-15","jennifer.peck@university.edu.co","739 Joseph Route, New Kimberlyton, WA 15374","Female","Colombia","+57","3731942596","Sociology","Suspended","5","80","79","3.4261124869130786","2024-04-23","Inactive","ADV0035","Jacob Hawkins","False","Paid","Average","15","Single","3"
"STU000332","Rebecca","Butler","TI","2156358871","2008-11-10","rebecca.butler@university.edu.co","95651 Marcus Grove Suite 450, Martinville, GU 71536","Female","Colombia","+57","3704748306","Data Science","Enrolled","6","70","105","3.1074358010661576","2022-01-16","Active","ADV0035","Theodore Rojas","False","Paid","Average","15","Single","3"
"STU000333","Todd","Lewis","CC","4615284653","2006-06-15","todd.lewis@university.edu.co","85390 Lopez Freeway, Port Natalie, CA 38975","Male","Colombia","+57","3534395542","Cybersecurity","Withdrawn","4","56","123","3.98375314426159","2024-11-24","Inactive","ADV0006","Michael Cooper","False","Late","Average","17","Single","3"
"STU000334","Janet","Hunt","CC","7897607345","1999-05-22","janet.hunt@university.edu.co","66169 Manning Junctions, Evanside, WI 51852","Female","Colombia","+57","3335861859","Industrial Engineering","Withdrawn","5","90","74","3.3656704502760326","2021-05-30","Inactive","ADV0002","Judith Adams","False","Paid","Average","16","Single","5"
"STU000335","Nancy","Mcdowell","CC","6818193526","2007-04-08","nancy.mcdowell@university.edu.co","93904 Davis Junctions Suite 390, Wilsonview, IN 23105","Female","Colombia","+57","3159986427","Biotechnology","Enrolled","3","13","152","3.403722553586055","2024-03-28","Active","ADV0030","Maria Parker","False","Pending","Average","16","Married","5"
"STU000336","Rachel","Fields","CC","7746799200","2001-12-16","rachel.fields@university.edu.co","653 Rachel Ridges, South Ricardomouth, FL 92243","Female","Colombia","+57","3806585318","Chemistry","Enrolled","8","145","28","3.3896978203492822","2024-10-06","Active","ADV0045","Alexis Padilla","False","Paid","Average","19","Single","6"
"STU000337","Carla","Vasquez","CC","5807387511","2005-12-21","carla.vasquez@university.edu.co","3309 Hughes Port, South Kristinport, DC 15217","Female","Colombia","+57","3879462934","International Relations","Enrolled","3","46","110","4.464039000560064","2023-10-04","Active","ADV0046","Shane Copeland","False","Pending","Good","18","Single","1"
"STU000338","Sierra","Gonzalez","CC","5507151587","2004-05-07","sierra.gonzalez@university.edu.co","16194 Dominique Club, North Jaredburgh, VA 02763","Female","Colombia","+57","3236769370","Architecture","Enrolled","4","78","88","3.804149465313834","2021-09-17","Active","ADV0037","Deborah Silva","False","Pending","Average","17","Single","1"
"STU000339","Philip","Mcdonald","CC","6194957954","2002-04-05","philip.mcdonald@university.edu.co","4054 Hernandez Forge, Bridgetborough, FL 15576","Male","Colombia","+57","3437497794","Accounting","Suspended","6","101","77","3.1181282493972766","2024-11-28","Inactive","ADV0047","Brianna Andrews","False","Late","Average","15","Divorced","0"
"STU000340","Henry","Jones","CC","9615181265","2002-09-23","henry.jones@university.edu.co","20555 Medina Trail, Port Donald, SD 41474","Male","Colombia","+57","3787617601","Marketing","Withdrawn","6","106","67","4.064312470222828","2022-05-20","Inactive","ADV0005","Joshua Carter","False","Pending","Good","20","Single","2"
"STU000341","Casey","Martinez","CC","1931775063","2003-03-07","casey.martinez@university.edu.co","8836 Alan Passage, North Paula, MN 82486","Female","Colombia","+57","3736502824","Business Administration","Enrolled","6","106","34","2.9370957013770917","2022-08-11","Active","ADV0001","Sherry Love","False","Late","Poor","16","Single","2"
"STU000342","Gabrielle","Hill","CC","4427543365","2006-06-18","gabrielle.hill@university.edu.co","6898 May Bypass, Erinborough, KY 70962","Female","Colombia","+57","3510194340","Artificial Intelligence","Enrolled","6","106","47","3.6440752599678206","2024-06-10","Active","ADV0041","Gregory Myers","False","Late","Average","20","Single","4"
"STU000343","Erika","Jones","CC","3740999884","2005-06-08","erika.jones@university.edu.co","475 Lindsay Ranch Apt. 232, South Michaeltown, SD 10528","Other","Colombia","+57","3432678009","Graphic Design","Enrolled","3","50","118","3.4921019321759816","2023-11-26","Active","ADV0035","Herbert Martinez","False","Paid","Average","20","Single","1"
"STU000344","Larry","Wall","CC","1661953731","2000-07-27","larry.wall@university.edu.co","0076 Michael Orchard Suite 466, Lake Rebeccamouth, MN 51291","Male","Argentina","+54","9968426361","Architecture","Enrolled","5","94","59","3.8972138772523808","2024-05-06","Active","ADV0047","Micheal Wilson","False","Paid","Average","16","Single","0"
"STU000345","Erin","Snyder","CC","7928394165","2005-02-06","erin.snyder@university.edu.co","4434 Gabrielle Crossroad Suite 459, Patrickside, ME 92650","Female","Peru","+51","9269956433","Business Administration","Enrolled","1","14","129","3.4929591014127364","2023-11-10","Active","ADV0014","Lori Mathews","False","Pending","Average","19","Single","5"
"STU000346","Tabitha","Lynch","CC","3424721522","1999-05-29","tabitha.lynch@university.edu.co","532 James Trace Suite 172, New Michaelfurt, OK 41855","Female","Colombia","+57","3489920189","Political Science","Enrolled","4","69","88","3.7934172267804627","2023-08-11","Active","ADV0047","Daniel Young","False","Paid","Average","20","Single","3"
"STU000347","Tamara","Gonzales","CC","1870289173","2003-09-27","tamara.gonzales@university.edu.co","861 Norman Brook Apt. 123, Foxfurt, IN 66083","Female","Colombia","+57","3184957051","Psychology","Suspended","5","97","72","3.0923702596903095","2023-05-28","Inactive","ADV0018","Ashley Bennett","False","Paid","Average","15","Single","1"
"STU000348","Teresa","Smith","CC","6101596435","2001-03-04","teresa.smith@university.edu.co","Unit 0605 Box 4072, DPO AA 66487","Female","Colombia","+57","3146384428","Data Science","Enrolled","1","22","149","4.127786777517781","2023-01-10","Active","ADV0025","Donna Cox","False","Late","Good","18","Single","3"
"STU000349","James","Stewart","CC","7756800863","2005-08-13","james.stewart@university.edu.co","USCGC Parker, FPO AA 77553","Other","Colombia","+57","3142612061","Philosophy","Enrolled","2","43","129","3.244454610563267","2024-02-29","Active","ADV0011","Trevor Moore","False","Pending","Average","20","Single","2"
"STU000350","Joseph","Mckay","CC","6671206106","2003-05-26","joseph.mckay@university.edu.co","47526 Gonzales Lane Apt. 573, Brandyborough, KY 67956","Male","Colombia","+57","3116746639","Philosophy","Suspended","3","58","101","2.4019316143011915","2021-09-25","Inactive","ADV0016","Christine Willis","False","Paid","Poor","18","Single","3"
"STU000351","Anthony","Boone","TI","2321555575","2009-03-09","anthony.boone@university.edu.co","714 Wilkins Mill Suite 236, Parkerville, ID 46984","Male","Colombia","+57","3712626843","Software Engineering","Enrolled","4","70","75","3.3895080816390477","2025-03-12","Active","ADV0044","Sarah Rodriguez","False","Late","Average","15","Single","5"
